ID,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Idade,Primeira_compra,Education_2n Cycle,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_Absurd,Marital_Status_YOLO,Marital_Status_Alone,Response
8462,-1.0526224202694938,1,0,0.1103241927714454,-0.9050984205609484,-0.5595318252034858,-0.7161037035743347,-0.17949264710781176,-0.6607964334170946,-0.17454352112214735,-0.6968782956620654,-1.1215201309352476,-0.5970510962533891,-1.1772957432902613,0.3078908287525896,1,0,0,0,0,0,3,11,-0.7785694716598894,1.5176189965905893,0,0,0,0,0,0,1,0,0,0,0,0
3498,0.11091026630589873,0,1,-1.4732506084661279,0.4244535303448771,0.8304486186618416,0.06397745101406757,-0.5139378871250692,0.6065662899314913,1.1593102075630821,0.9380920299211543,1.073458315463506,0.7883371670471127,0.9414119265496973,0.3078908287525896,1,0,0,0,0,0,3,11,-0.613585765792911,1.13421623461054,0,0,0,1,1,0,0,0,0,0,0,1
9940,0.474233271736765,0,1,1.65947345485168,0.19372867986230435,2.122886575238374,0.47643415344011936,0.6302168813550221,2.304354089134314,-0.13697017665214087,-0.15188818713432553,0.7076285743970472,0.44199010122198723,-0.5719506947645588,-0.9321078514290723,0,0,0,0,0,0,3,11,0.8712675870098945,0.9947970484359766,0,1,0,0,0,0,1,0,0,0,0,0
8832,-0.5715823039251979,1,0,-0.853590903634034,-0.8012722378437906,-0.535146203381287,-0.5098753523613088,-0.4787331250179895,-0.4694963997041005,-0.7569303604072476,-0.15188818713432553,-0.38986064880232973,-0.9433981620785147,-0.5719506947645588,0.7212237221464769,0,0,0,0,0,0,3,11,-0.613585765792911,1.5026812266433147,0,0,1,0,0,0,1,0,0,0,0,0
6141,-0.11499991742116816,1,0,-0.0962290421725859,-0.3571269006648381,-0.4376037160924921,-0.32606312628013356,-0.6899616976604679,-0.5173214081323491,0.6896434016880013,-0.15188818713432553,0.7076285743970472,-0.5970510962533891,-0.26927817050170766,0.7212237221464769,0,0,0,0,0,0,3,11,-0.28361835405895425,0.382348480597716,0,0,1,0,0,1,0,0,0,0,0,0
4216,1.4686952339646493,0,0,-0.543761051217987,1.4627153575164544,2.122886575238374,-0.27674765099006216,2.460864510923168,2.6152166439179294,1.2908169132081049,-0.6968782956620654,1.073458315463506,2.1737254303476146,0.9414119265496973,-0.9321078514290723,0,0,1,1,0,0,3,11,-1.026045030460357,0.691062392841392,0,1,0,0,0,1,0,0,0,0,0,1
9080,-0.5308575170104872,1,1,-1.610952765095482,-0.7983881772127585,-0.5595318252034858,-0.6623050032578932,-0.6371545544998483,-0.5890589207747218,-0.794503704877254,0.3931019213934144,-0.38986064880232973,-0.9433981620785147,-0.8746232190274101,1.1345566155403641,0,0,0,0,0,0,3,11,-0.28361835405895425,0.0935515949504061,0,0,0,1,0,1,0,0,0,0,0,0
4713,-0.7965019876898866,1,0,-1.1634207560500809,-0.6945619944956007,-0.6570743124922807,-0.5726405027304906,-0.6547569355533881,-0.6368839292029703,-0.7381436881722443,-0.15188818713432553,-0.7556903898687887,-0.5970510962533891,-0.5719506947645588,0.7212237221464769,0,0,0,0,0,0,3,11,-0.8610613245933786,1.1491540045578146,0,0,0,1,1,0,0,0,0,0,0,0
3428,0.6159890548140695,0,0,0.2480263494007996,1.742469238726574,-0.6570743124922807,1.5030926844788786,1.0526740266399788,0.05657869300663326,-0.005463471007118246,-0.6968782956620654,-0.024030907735870768,2.1737254303476146,1.2440844508125486,-1.3454407448229595,0,0,0,0,0,0,3,11,-1.850963559795249,-0.4342496098532982,0,0,0,1,0,0,1,0,0,0,0,0
4073,0.42101294683512713,0,0,-1.6798038434101592,1.30986014407175,1.2937754332836173,0.36883675280723627,-0.4259259818573699,0.1522287098631303,0.3702699736929464,-0.6968782956620654,2.170947538662883,2.5200724961727397,0.3360668780239948,0.3078908287525896,1,0,0,0,0,0,3,11,1.2012349987438513,-1.0068641244988263,1,0,0,0,1,0,0,0,0,0,0,1
5290,-0.4175976559277605,1,1,0.07589865361410685,-0.27348914236490546,-0.6570743124922807,-0.6129895279678218,-0.6371545544998483,-0.6607964334170946,-0.4187702601771894,1.4830821384488941,0.3417988333305882,-0.5970510962533891,-0.26927817050170766,1.1345566155403641,0,0,0,0,0,0,3,11,0.37631646940895935,-0.17034900745144604,0,0,0,1,1,0,0,0,0,0,0,0
8780,0.258266183785881,0,1,0.7644094367608778,0.18219243733817572,-0.3156756069814985,-0.45607665204486725,-0.35551645764321044,-0.3260213744193549,-0.5878503102922185,-0.15188818713432553,-0.38986064880232973,0.7883371670471127,0.6387394022868461,-0.9321078514290723,0,0,0,0,0,0,3,11,1.5312024104778081,0.13836490479223004,0,0,0,1,0,0,1,0,0,0,0,0
450,-0.388492195494796,0,1,1.4184946807503103,-0.7147504189128259,-0.29128998515929977,-0.40227795172842573,-0.39072121975029017,-0.39775888706172774,0.6520700572179949,0.3931019213934144,-1.1215201309352476,0.44199010122198723,-0.5719506947645588,-0.9321078514290723,0,0,0,0,0,0,3,11,0.8712675870098945,-0.0060335380314248946,0,0,1,0,0,0,1,0,0,0,0,0
3710,-0.48872317245700736,1,0,-0.26835673795927867,-0.8531853292023694,-0.6570743124922807,-0.6040230779150815,-0.5843474113392286,-0.5651464165605975,-0.5314902935872088,-0.15188818713432553,-0.7556903898687887,-0.5970510962533891,-1.1772957432902613,0.7212237221464769,0,0,0,0,0,1,3,11,-1.2735205892608246,1.3533035271705682,0,0,0,1,0,1,0,0,0,0,0,1
9529,0.8066602975719059,0,0,-1.4043995301514507,0.7042074115549966,3.0739258263041243,1.4941262344261383,3.147357372011223,-0.3499338786334792,2.5495239529533213,-0.6968782956620654,-0.38986064880232973,2.1737254303476146,0.9414119265496973,-1.3454407448229595,0,0,0,1,0,0,3,11,-1.7684717068617597,-0.6981502122551503,0,1,0,0,1,0,0,0,0,0,0,1
9206,0.9474255806868321,0,1,-0.4404844337459714,0.5080912886448097,0.5134355349732581,0.27468902725346356,1.2815049803359972,1.850016509065953,1.6665503579081695,-0.15188818713432553,0.3417988333305882,1.4810312986973635,1.849429499338251,-1.7587736382168468,0,0,1,0,0,0,3,11,0.04634905767500255,-0.8973204782188123,0,1,0,0,0,0,1,0,0,0,0,0
9967,0.019860462071886947,1,1,-0.6470376686900027,-0.446532780226835,-0.29128998515929977,0.1177761513305091,-0.4259259818573699,-0.39775888706172774,0.08846989016789791,3.1180524640321137,0.7076285743970472,-0.5970510962533891,0.3360668780239948,1.1345566155403641,0,0,0,0,0,0,3,11,-0.4486020599259326,0.20807449787951174,0,1,0,0,0,0,0,0,0,0,0,0
2958,-0.9170001177284552,2,0,0.14474973192878396,-0.8531853292023694,-0.5839174470256845,-0.7161037035743347,-0.4963355060715293,-0.4694963997041005,-0.7381436881722443,0.3931019213934144,-0.7556903898687887,-0.5970510962533891,-0.5719506947645588,-0.5187749580351849,0,0,0,0,0,0,3,11,-0.7785694716598894,-1.1363247973752066,0,1,0,0,1,0,0,0,0,0,0,0
2304,0.5257392697804403,0,1,1.2807925241209561,0.894555413203119,-0.4863749597368896,-0.3170966762273933,-0.5139378871250692,-0.13472134070636083,-0.7193570159372411,-0.15188818713432553,0.7076285743970472,0.09564303539686175,1.849429499338251,-0.5187749580351849,0,0,0,0,0,0,3,11,0.45880832234244856,-0.33466447687146716,0,0,0,1,0,0,1,0,0,0,0,0
4261,1.1538305343855249,0,0,-0.8880164427913725,1.9933825136263719,-0.1205906324039087,-0.24536507580547126,0.3485787844983842,0.9652538531433553,-0.005463471007118246,-0.6968782956620654,1.073458315463506,1.1346842328722382,1.849429499338251,-0.9321078514290723,0,0,1,1,0,0,3,11,1.861169822211765,1.1391954912596316,0,0,0,1,0,1,0,0,0,0,0,1
